ICAO,NAME
VTCI,Mae Hong Son Airport
VTCL,Lampang Airport
VTCN,Nan Airport
VTCP,Phrae Airport
VTCT,Chiang Rai International Airport
VTED,Udon Air Base
VTPB,Phetchabun Airport
VTPH,Hua Hin Airport
VTPI,Takhli Airport
VTPM,Mae Sot Airport
VTPO,Sukhothai Airport
VTPP,Phitsanulok Airport
VTPT,Tak Airport
VTPU,Uttaradit Airport
VTSB,Surat Thani Airport
VTSC,Narathiwat Airport
VTSE,Chumphon Airport
VTSF,Nakhon Si Thammarat Airport
VTSG,Krabi Airport
VTSH,Songkhla Airport
VTSK,Pattani Airport
VTSM,Samui Airport
VTSN,Cha Ian Airport
VTSP,Phuket International Airport
VTSR,Ranong Airport
VTSS,Hat Yai International Airport
VTST,Trang Airport
VTUD,Udon Thani Airport
VTUI,Sakon Nakhon Airport
VTUK,Khon Kaen Airport
VTUL,Loei Airport
VTUO,Buriram Airport
VTUQ,Nakhon Ratchasima Airport
VTUU,Ubon Ratchathani Airport
VTUV,Roi Et Airport
VTUW,Nakhon Phanom Airport
VVBM,Phung-Duc Airport
VVCA,Chu Lai International Airport
VVCI,Cat Bi International Airport
VVCM,Ca Mau Airport
VVCR,Cam Ranh International Airport
VVCS,Co Ong Airport
VVCT,Tra Noc International Airport
VVDB,Dien Bien Phu Airport
VVDL,Lien Khuong Airport
VVDN,Da Nang International Airport
VVNB,Noi Bai International Airport
VVNS,Na-San Airport
VVNT,Nha Trang Air Base
VVPB,Phu Bai International Airport
VVPC,Phu Cat Airport
VVPK,Pleiku Airport
VVPQ,Phu Quoc Airport
VVPR,Phan Rang Airport
VVPT,Phan Thiet Airport
VVRG,Rach Gia Airport
VVTH,Dong Tac Airport
VVTS,Tan Son Nhat International Airport
VVVH,Vinh Airport
VVVT,Vung Tau Airport
VYBG,Bagan Airport
VYBG,Bagan Airport
VYBM,Bhamo Airport
VYDW,Dawei Airport
VYEL,Naypyidaw Airport
VYGG,Gangaw Airport
VYGW,Gwa Airport
VYHH,Heho Airport
VYHL,Hommalinn Airport
VYHN,Tilin Airport
VYKG,Kengtung Airport
VYKI,Kanti Airport
VYKL,Kalay Airport
VYKP,Kyaukpyu Airport
VYKT,Kawthoung Airport
VYKU,Kyauktu Airport
VYLK,Loikaw Airport
VYLS,Lashio Airport
VYMD,Mandalay International Airport
VYME,Myeik Airport
VYMK,Myitkyina Airport
VYMM,Mawlamyaing Airport
VYMN,Manaung Airport
VYMO,Momeik Airport
VYMS,Mong Hsat Airport
VYMT,Mong Tong Airport
VYMW,Magway Airport
VYNS,Namsang Airport
VYNT,Namtu Airport
VYPA,Hpa-N Airport
VYPK,Pauk Airport
VYPN,Bassein Airport
VYPP,Hpapun Airport
VYPT,Putao Airport
VYPU,Pakhokku Airport
VYPY,Pyay Airport
VYSW,Sittwe Airport
VYTD,Thandwe Airport
VYTL,Tachilek Airport
VYYE,Ye Airport
VYYY,Yangon International Airport
WAAA,Hasanuddin International Airport
WAAJ,Tampa Padang Airport
WABB,Frans Kaisiepo Airport
WABD,Moanamani Airport
WABG,Wagethe Airport
WABI,Nabire Airport
WABL,Illaga Airport
WABN,Kokonau Airport
WABO,Serui Airport
WABP,Moses Kilangin Airport
WABT,Enarotali Airport
WADA,Selaparang Airport
WADB,Bima Airport
WADD,Ngurah Rai International Airport
WADL,Bandara International Lombok Airport
WADS,Sumbawa Besar Airport
WADT,Tambolaka Airport
WADW,Waingapu Airport
WAJA,Arso Airport
WAJB,Bokondini Airport
WAJI,Sarmi Airport
WAJJ,Sentani Airport
WAJL,Lereh Airport
WAJM,Mulia Airport
WAJO,Oksibil Airport
WAJR,Waris Airport
WAJS,Senggeh Airport
WAJU,Ubrub Airport
WAJW,Wamena Airport
WAKD,Mindiptana Airport
WAKE,Bade Airport
WAKK,Mopah Airport
WAKO,Okaba Airport
WAKP,Kepi Airport
WAKT,Tanah Merah Airport
WALG,Tanjung Harapan Airport
WALJ,Datadawai Airport
WALK,Berau Airport (Kalimaru Airport)
WALL,Sepinggan International Airport
WALR,Juwata Airport
WALS,Temindung Airport
WALT,Tanjung Santan Airport
WALV,Bunyu Airport
WAMA,Gamarmalamo Airport
WAMG,Jalaluddin Airport
WAMH,Naha Airport
WAMI,Toli Toli Airport
WAMJ,Gebe Airport
WAMK,Kao Airport
WAML,Mutiara Airport
WAMM,Sam Ratulangi International Airport
WAMN,Melangguane Airport
WAMP,Kasiguncu Airport
WAMR,Pitu Airport
WAMT,Sultan Khairun Babullah Airport
WAMW,Bubung Airport
WAMY,Buol Airport
WAOC,Batu Licin Airport
WAOI,Iskandar Airport
WAOK,Stagen Airport
WAOM,Beringin Airport
WAON,Warukin Airport
WAOO,Syamsudin Noor Airport
WAOP,Tjilik Riwut Airport
WAOS,Sampit Airport
WAPA,Amahai Airport
WAPD,Dobo Airport
WAPE,"Mangole Airport, Falabisahaya"
WAPG,Namrole Airport
WAPH,"Oesman Sadik Airport, Labuha"
WAPI,Saumlaki Airport
WAPK,Nangasuri Airport
WAPL,Dumatubin Airport
WAPN,Emalamo Sanana Airport
WAPP,Pattimura Airport
WAPR,Namlea Airport
WAPT,Taliabu Island Airport
WARA,Abdul Rachman Saleh Airport
WARC,Cepu Airport
WARJ,Adi Sutjipto International Airport
WARQ,Adi Sumarmo Wiryokusumo Airport
WARR,Juanda International Airport
WARS,Achmad Yani International Airport
WART,Trunojoyo Airport
WASB,Stenkol Airport
WASC,Abresso Airport
WASE,Kebar Airport
WASF,Fakfak Airport
WASI,Inanwatan Airport
WASK,Kaimana Airport
WASM,Merdei Airport
WASO,Babo Airport
WASR,Rendani Airport
WASS,Sorong (Jefman) Airport
WAST,Teminabuan Airport
WASW,Wasior Airport
WATB,Bajawa Padhameleda Airport
WATC,Maumere(Wai Oti) Airport
WATE,Ende (H Hasan Aroeboesman) Airport
WATG,Satar Tacik Airport
WATM,Alor Island Airport
WATO,Komodo Airport
WATT,El Tari Airport
WAWB,Baubau Airport (Betoambari Airport)
WAWM,Andi Jemma Airport
WAWS,Soroako Airport
WAWT,Pongtiku Airport
WAWW,Wolter Monginsidi Airport
WBGB,Bintulu Airport
WBGC,Belaga Airport
WBGD,Long Semado Airport
WBGF,Long Lellang Airport
WBGG,Kuching International Airport
WBGI,Long Seridan Airport
WBGJ,Limbang Airport
WBGK,Mukah Airport
WBGL,Long Akah Airport
WBGM,Marudi Airport
WBGN,Sematan Airport
WBGP,Kapit Airport
WBGQ,Bakalalan Airport
WBGR,Miri Airport
WBGS,Sibu Airport
WBGT,Tanjung Manis Airport
WBGU,Long Sukang Airport
WBGW,Lawas Airport
WBGY,Simanggang Airport
WBGZ,Bario Airport
WBKA,Semporna Airport
WBKD,Lahad Datu Airport
WBKE,Telupid Airport
WBKG,Keningau Airport
WBKH,Sahabat [Sahabat 16] Airport
WBKK,Kota Kinabalu International Airport
WBKL,Labuan Airport
WBKM,Tomanggong Airport
WBKN,Long Pasia Airport
WBKO,Sepulot Airport
WBKP,Pamol Airport
WBKR,Ranau Airport
WBKS,Sandakan Airport
WBKT,Kudat Airport
WBKW,Tawau Airport
WBMU,Mulu Airport
WBSB,Brunei International Airport
WIAG,Gunung Batin Airport
WIAM,Tasikmalaya Airport
WIAP,Purwokerto Airport
WIAT,Radin Inten II (Branti) Airport
WIBB,Sultan Syarif Kasim II Airport
WIBD,Pinang Kampai Airport
WIBR,Rokot Airport
WIBS,Sungai Pakning Bengkalis Airport
WIBT,Tanjung Balai Airport
WICC,Hussein Sastranegara Airport
WICD,Penggung Airport
WICM,Karimunjawa Airport
WICM,Cibeureum Airport
WIDD,Hang Nadim Airport
WIDE,Pasir Pangaraan Airport
WIDN,Kijang Airport
WIDS,Dabo Airport
WIHH,Halim Perdanakusuma International Airport
WIHL,Tunggul Wulung Airport
WIHP,Pondok Cabe Air Base
WIIG,Pulau Panjang Airport
WIIH,Halim Perdanakusuma International Airport
WIII,Soekarno-Hatta International Airport
WIIJ,Adisucipto International Airport
WIKD,Buluh Tumbang Airport
WIKL,Silampari Airport
WIMB,Binaka Airport
WIME,Aek Godang Airport
WIMG,Tabing Airport
WIMM,Polonia International Airport
WIOD,Buluh Tumbang (H A S Hanandjoeddin) Airport
WIOG,Nanga Pinoh I Airport
WIOK,Ketapang(Rahadi Usman) Airport
WIOM,Tarempa Airport
WION,Ranai Airport
WIOO,Supadio Airport
WIOP,Pangsuma Airport
WIOS,Sintang(Susilo) Airport
WIPA,Sultan Thaha Airport
WIPK,Pangkal Pinang (Depati Amir) Airport
WIPL,Padang Kemiling Airport (Fatmawati Soekarno Airport)
WIPP,Sultan Mahmud Badaruddin II Airport
WIPQ,Pendopo Airport
WIPR,Japura Airport
WIPT,Minangkabau International Airport
WIPU,Muko Muko Airport
WIPV,Keluang Airport
WITA,Teuku Cut Ali Airport
WITB,Maimun Saleh Airport
WITC,Seunagan Airport
WITL,Lhok Sukon Airport
WITM,Malikus Saleh Airport
WITT,Sultan Iskandarmuda Airport
WMAN,Sungai Tiang Airport
WMAU,Mersing Airport
WMBA,Sitiawan Airport
WMBI,Taiping (Tekah) Airport
WMBT,Pulau Tioman Airport
WMKA,Sultan Abdul Halim Airport
WMKB,RMAF Butterworth
WMKC,Sultan Ismail Petra Airport
WMKD,Kuantan Airport
WMKE,Kerteh Airport
WMKI,Sultan Azlan Shah Airport
WMKJ,Sultan Ismail International Airport
WMKK,Kuala Lumpur International Airport
WMKL,Langkawi International Airport
WMKM,Malacca Airport
WMKN,Sultan Mahmud Airport
WMKP,Penang International Airport
WMPA,Pulau Pangkor Airport
WMPR,LTS Pulau Redang Airport
WMSA,Sultan Abdul Aziz Shah Airport
WPAT,Atauro Airport
WPDB,Suai Airport
WPDL,Presidente Nicolau Lobato International Airport
WPEC,Cakung Airport
WPMN,Maliana Airport
WPOC,Oecussi Airport
WPVQ,Viqueque Airport
WRBB,Syamsudin Noor Airport
WRKA,Haliwen Airport
WRKB,Bajawa Airport
WRKL,Gewayentana Airport
WRKS,Sawu Airport
WRLA,Sanggata Airport
WRLB,Long Bawan Airport
WRLC,Bontang Airport
WRLF,Nunukan Airport
WRLH,Tanah Grogot Airport
WRLP,Long Apung Airport
WRRW,Waingapu Airport
WSAP,"Paya Lebar Airbase, Paya Lebar, Singapore"
WSAT,Tengah Air Base
WSSL,Seletar Airport
WSSS,Singapore Changi Airport
XBRO,Skye Bridge Ashaig Airport
YABA,Albany Airport
YADS,Alton Downs Airport
YAGD,Augustus Downs Airport
YALA,Marla Airport
YALX,Alexandria Homestead Airport
YAMC,Aramac Airport
YAMK,Andamooka Airport
YAMM,Ammaroo Airport
YAMT,Amata Airport
YANL,Anthony Lagoon Airport
YAPH,Alpha Airport
YARA,Ararat Airport
YARG,Argyle Airport
YARM,Armidale Airport
YARY,Arrabury Airport
YAUR,Aurukun Airport
YAUS,Austral Downs Airport
YAUV,Auvergne Airport
YAYE,Ayers Rock Airport
YAYR,Ayr Airport
YBAF,Brisbane Archerfield Airport
YBAM,Bamaga Injinoo Airport
YBAR,Barcaldine Airport
YBAS,Alice Springs Airport
YBAU,Badu Island Airport
YBBE,Big Bell Airport
YBBN,Brisbane Airport
YBCG,Gold Coast Airport
YBCK,Blackall Airport
YBCS,Cairns International Airport
YBCV,Charleville Airport
YBDG,Bendigo Airport
YBDV,Birdsville Airport
YBEO,Betoota Airport
YBGO,Balgo Hill Airport
YBHI,Broken Hill Airport
YBHM,Hamilton Island
YBIE,Bedourie Airport
YBKE,Bourke Airport
YBKT,Burketown Airport
YBLA,Benalla Airport
YBLC,Balcanoona Airport
YBLL,Bollon Airport
YBLN,Busselton Regional Airport
YBMA,Mount Isa Airport
YBMC,Sunshine Coast Airport
YBMK,Mackay Airport
YBNA,Ballina Airport
YBNS,Bairnsdale Airport
YBOI,Boigu Island Airport
YBOK,Oakey Airport
YBOU,Boulia Airport
YBPI,Brampton Island Airport
YBPN,Whitsunday Coast Airport
YBRK,Rockhampton Airport
YBRL,Borroloola Airport
YBRM,Broome International Airport
YBRN,Balranald Airport
YBRW,Brewarrina Airport
YBTH,Bathurst Airport
YBTI,Bathurst Island Airport
YBTL,Townsville International Airport
YBTR,Blackwater Airport
YBUD,Bundaberg Airport
YBUN,Bunbury Airport
YBWN,Bowen Airport
YBWP,Weipa Airport
YBWX,Barrow Island Airport
YBYS,Beverley Springs Airport
YCAG,Caiguna Airport
YCAH,Coolah Airport
YCAR,Carnarvon Airport
YCAS,Casino Airport
YCBA,Cobar Airport
YCBB,Coonabarabran Airport
YCBE,Canobie Airport
YCBN,Cape Barren Island Airport
YCBP,Coober Pedy Airport
YCBR,Collarenebri Airport
YCCA,Chinchilla Airport
YCCT,Coconut Island Airport
YCCY,Cloncurry Airport
YCDO,Condobolin Airport
YCDR,Caloundra Airport
YCDU,Ceduna Airport
YCEE,Cleve Airport
YCFD,Camfield Airport
YCFS,Coffs Harbour Airport
YCGO,Chillagoe Airport
YCHT,Charters Towers Airport
YCKI,Croker Island Airport
YCKN,Cooktown Airport
YCMT,Clermont Airport
YCMU,Cunnamulla Airport
YCMW,Camooweal Airport
YCNF,Camp Nifty Airport
YCNK,Cessnock Airport
YCNM,Coonamble Airport
YCOD,Cordillo Downs Airport
YCOE,Coen Airport
YCOM,Cooma Snowy Mountains Airport
YCOO,Cooinda Airport
YCOR,Corowa Airport
YCRG,Corryong Airport
YCRY,Croydon Airport
YCSV,Collinsville Airport
YCTM,Cootamundra Airport
YCUA,Cudal Airport
YCUE,Cue Airport
YCWI,Cowarie Airport
YCWL,Cowell Airport
YCWR,Cowra Airport
YDAJ,Dajarra Airport
YDAY,Dalby Airport
YDBI,Dirranbandi Airport
YDBR,Dunbar Airport
YDBY,Derby Airport
YDDF,Drumduff Airport
YDKI,Dunk Island Airport
YDLK,Dulkaninna Airport
YDLT,Delta Downs Airport
YDLV,Delissaville Airport
YDMG,Doomadgee Airport
YDMN,Daly River Airport
YDNI,Darnley Island Airport
YDOR,Dorunda Airport
YDPD,Davenport Downs Airport
YDPO,Devonport Airport
YDRH,Durham Downs Airport
YDRI,Durrie Airport
YDVR,Docker River Airport
YDYS,Dysart Airport
YECH,Echuca Airport
YECL,Eucla Airport
YEDA,Etadunna Airport
YEEB,Eneabba Airport
YEIN,Einasleigh Airport
YELD,Elcho Island Airport
YEML,Emerald Airport
YERN,Ernabella Airport
YESP,Esperance Airport
YEVA,Eva Downs Airport
YEVD,Evans Head Aerodrome
YEVH,Evans Head Memorial Aerodrome
YEXM,Exmouth Airport
YFBS,Forbes Airport
YFDF,Fortescue - Dave Forrest Aerodrome
YFIL,Finley Airport
YFLI,Flinders Island Airport
YFLO,Flora Valley Airport
YFNE,Finke Airport
YFRT,Forrest Airport
YFST,Forster (Wallis Is) Airport
YFTZ,Fitzroy Crossing Airport
YGAY,Gayndah Airport
YGBI,South Goulburn Is Airport
YGDH,Gunnedah Airport
YGDI,Goondiwindi Airport
YGDN,Gordon Downs Airport
YGDS,Gregory Downs Airport
YGDW,Granite Downs Airport
YGEL,Geraldton Airport
YGFN,Grafton Airport
YGIB,Gibb River Airport
YGLA,Gladstone Airport
YGLB,Goulburn Airport
YGLE,Glengyle Airport
YGLG,Geelong Airport
YGLI,Glen Innes Airport
YGLO,Glenormiston Airport
YGNV,Greenvale Airport
YGPT,Garden Point Airport
YGTE,Groote Eylandt Airport
YGTH,Griffith Airport
YGTN,Georgetown Airport
YGTO,Georgetown (Tas) Airport
YGYM,Gympie Airport
YHAW,Wilpena Pound Airport
YHAY,Hay Airport
YHBA,Hervey Bay Airport
YHBR,Humbert River Airport
YHDY,Headingly Airport
YHID,Horn Island Airport
YHLC,Halls Creek Airport
YHMB,Hermannsburg Airport
YHML,Hamilton Airport
YHOO,Hooker Creek Airport
YHOT,Mount Hotham Airport
YHPN,Hopetoun Airport
YHSM,Horsham Airport
YHUG,Hughenden Airport
YIDK,Indulkana Airport
YIFL,Innisfail Airport
YIFY,Iffley Airport
YIGM,Ingham Airport
YIKM,Inkerman Airport
YINJ,Injune Airport
YINN,Innamincka Airport
YINW,Inverway Airport
YISF,Isisford Airport
YIVL,Inverell Airport
YJAB,Jabiru Airport
YJDA,Jundah Airport
YJIN,Jindabyne Airport
YJLC,Julia Creek Airport
YJNB,Jurien Bay Airport
YKAL,Kalumburu Airport
YKBR,Kalbarri Airport
YKBY,Streaky Bay Airport
YKCS,Kings Creek Airport
YKER,Kerang Airport
YKII,King Island Airport
YKIR,Kirkimbie Station Airport
YKKG,Kalkgurung Airport
YKLB,Koolburra Airport
YKMB,Karumba Airport
YKML,Kamileroi Airport
YKMP,Kempsey Airport
YKNG,Katanning Airport
YKOW,Kowanyama Airport
YKRY,Kingaroy Airport
YKSC,Kingscote Airport
YKUB,Kubin Airport
YLAH,Lawn Hill Airport
YLEC,Leigh Creek Airport
YLEO,Leonora Airport
YLEV,Lake Evella Airport
YLHI,Lord Howe Island Airport
YLHR,Lockhart River Airport
YLHS,Lyndhurst Airport
YLIN,Lindeman Island Airport
YLIS,Lismore Airport
YLOK,Lock Airport
YLOR,Lorraine Airport
YLOV,Lotus Vale Airport
YLRA,Laura Airport
YLRD,Lightning Ridge Airport
YLRE,Longreach Airport
YLRS,Laura Station Airport
YLST,Leinster Airport
YLTN,Laverton Airport
YLTV,Latrobe Valley Airport
YLZI,Lizard Island Airport
YLZI,Lizard Island Airport
YMAA,Mabuiag Island Airport
YMAV,Avalon Airport
YMAY,Albury Airport
YMBA,Mareeba Airport
YMBL,Marble Bar Airport
YMCO,Mallacoota Airport
YMCR,Manners Creek Airport
YMCT,Millicent Airport
YMDG,Mudgee Airport
YMDI,Mandora Airport
YMEK,Meekatharra Airport
YMEN,Melbourne Essendon Airport
YMER,Merimbula Airport
YMES,RAAF Base East Sale
YMGB,Milingimbi Airport
YMGD,Maningrida Airport
YMGN,Mount Gunson Airport
YMGR,Margaret River (Station) Airport
YMGT,Margaret River Airport
YMHB,Hobart International Airport
YMHO,Mount House Airport
YMHU,McArthur River Mine Airport
YMIA,Mildura Airport
YMIN,Minlaton Airport
YMIP,Mitchell Plateau Airport
YMIT,Mitchell Airport
YMJM,Manjimup Airport
YMLT,Launceston Airport
YMMB,Melbourne Moorabbin Airport
YMML,Melbourne Airport
YMMU,Middlemount Airport
YMND,Maitland Airport
YMNE,Mount Keith Airport
YMNK,Monkira Airport
YMNY,Morney Airport
YMOG,Mount Magnet Airport
YMOO,Mooraberree Airport
YMOR,Moree Airport
YMOT,Moreton Airport
YMPA,Minnipa Airport
YMQA,Marqua Airport
YMRB,Moranbah Airport
YMRE,Marree Airport
YMRW,Morawa Airport
YMRY,Moruya Airport
YMSF,Mount Sanford Station Airport
YMTB,Muttaburra Airport
YMTG,Mount Gambier Airport
YMTI,Mornington Island Airport
YMTO,Monto Airport
YMUC,Muccan Station Airport
YMUG,Mungeranie Airport
YMUI,Murray Island Airport
YMUK,Mulka Airport
YMWA,Mullewa Airport
YMWX,Marion Downs Airport
YMYB,Maryborough Airport
YMYT,Merty Merty Airport
YNAP,Nappa Merrie Airport
YNAR,Narrandera Airport
YNBR,Narrabri Airport
YNGU,Ngukurr Airport
YNHS,Nambucca Heads Airport
YNIC,Nicholson Airport
YNRC,Naracoorte Airport
YNRM,Narromine Airport
YNRV,Ravensthorpe Airport
YNSF,Norfolk Island Airport
YNSH,Noosa Airport
YNSM,Norseman Airport
YNTN,Normanton Airport
YNUB,Nullabor Motel Airport
YNUL,Nullagine Airport
YNUM,Numbulwar Airport
YNWN,Newman Airport
YNYN,Nyngan Airport
YOEN,Oenpelli Airport
YOLA,Colac Airport
YOLD,Olympic Dam Airport
YOOD,Oodnadatta Airport
YOOM,Moomba Airport
YORB,Orbost Airport
YORG,Orange Airport
YORV,Ord River Airport
YOSB,Osborne Mine Airport
YOUY,Ouyen Airport
YPAD,Adelaide International Airport
YPAG,Port Augusta Airport
YPAM,Palm Island Airport
YPBO,Paraburdoo Airport
YPCC,Cocos (Keeling) Islands Airport
YPDI,Pandie Pandie Airport
YPDN,Darwin International Airport
YPDO,Pardoo Airport
YPEC,Newcastle - Belmont Airport
YPGV,Gove Airport
YPIR,Port Pirie Airport
YPJT,Perth Jandakot Airport
YPKA,Karratha Airport
YPKG,Kalgoorlie-Boulder Airport
YPKS,Parkes Airport
YPKT,Port Keats Airport
YPKU,"Kununurra Airport? Kununurra, Western Australia"
YPLC,Port Lincoln Airport
YPLM,Learmonth Airport
YPMP,Edward River Airport
YPMQ,Port Macquarie Airport
YPOD,Portland Airport
YPPD,Port Hedland International Airport
YPPH,Perth Airport
YPSH,Penneshaw Airport
YPTN,Tindal Airport
YPWR,Woomera Airfield
YPXM,Christmas Island Airport
YQDI,Quirindi Airport
YQLP,Quilpie Airport
YQNS,Queenstown Airport
YREN,Renmark Airport
YRMD,Richmond Airport
YRNG,Ramingining Airport
YROB,Robinhood Airport
YROE,Roebourne Airport
YROI,Robinvale Airport
YROM,Roma Airport
YRSB,Roseberth Airport
YRTI,Rottnest Island Airport
YRTP,Rutland Plains Airport
YRYH,Roy Hill Station Airport
YSAN,Sandstone Airport
YSBK,Bankstown Airport
YSCB,Canberra International Airport
YSCH,Coffs Harbour Airport
YSCN,Camden Airport
YSCO,Scone Airport
YSCR,Southern Cross Airport
YSDU,Dubbo Airport
YSGE,St George Airport
YSGT,Singleton Airport
YSGW,South Galway Airport
YSHG,Shay Gap Airport
YSHK,Shark Bay Airport
YSHR,Shute Harbour Airport
YSHT,Shepparton Airport
YSII,Saibai Island Airport
YSMI,Smithton Airport
YSMP,Smith Point Airport
YSMR,Strathmore Airport
YSNB,Snake Bay Airport
YSNF,Norfolk Island International Airport
YSNW,Nowra Airport
YSPE,Stanthorpe Airport
YSPK,Spring Creek Airport
YSPT,Southport Airport
YSPV,Springvale Airport
YSRN,Strahan Airport
YSSY,Sydney Airport
YSTH,St Helens Airport
YSTW,"Tamworth, New South Wales, Australia"
YSWG,Wagga Wagga Airport
YSWH,Swan Hill Airport
YSWL,Stawell Airport
YTAA,Tara Airport
YTAB,Tableland Homestead Airport
YTAM,Taroom Airport
YTAR,Tarcoola Airport
YTBR,Timber Creek Airport
YTDR,Theodore Airport
YTEF,Telfer Airport
YTEM,Temora Airport
YTGA,Tangalooma Airport
YTGM,Thargomindah Airport
YTHY,Thylungra Airport
YTIB,Tibooburra Airport
YTKY,Turkey Creek Airport
YTMP,Tom Price Airport
YTMU,Tumut Airport
YTMY,Tobermorey Airport
YTNG,Thangool Airport
YTNK,Tennant Creek Airport
YTOC,Tocumwal Airport
YTRE,Taree Airport
YTWB,Toowoomba Airport
YUDA,Undara Airport
YUNY,Cluny Airport
YUSL,Useless Loop Airport
YVRD,Victoria River Downs Airport
YVRS,Vanrook Station Airport
YWAL,Wallal Airport
YWAV,Wave Hill Airport
YWBL,Warrnambool Airport
YWBS,Warraber Island Airport
YWCA,Wilcannia Airport
YWCH,Walcha Airport
YWCK,Warwick Airport
YWDA,Windarra Airport
YWDH,Windorah Airport
YWGT,Wangaratta Airport
YWHA,Whyalla Airport
YWIT,Wittenoom Airport
YWKB,Warracknabeal Airport
YWLG,Walgett Airport
YWLM,Newcastle Airport (Williamtown)
YWLU,Wiluna Airport
YWMP,Wrotham Park Airport
YWND,Wondai Airport
YWOL,Illawarra Regional Airport
YWRN,Warren Airport
YWTL,Waterloo Airport
